Node	EASI304.unmapped.rma6	EASI306.unmapped.rma6	EASI307.unmapped.rma6	EASI308.unmapped.rma6	EASI230.unmapped.rma6	EASI231.unmapped.rma6	EASI232.unmapped.rma6	EASI233.unmapped.rma6	EASI234.unmapped.rma6	EASI235.unmapped.rma6	EASI236.unmapped.rma6	EASI237.unmapped.rma6	EASI238.unmapped.rma6	EASI239.unmapped.rma6	EASI240.unmapped.rma6	EASI241.unmapped.rma6	EASI242.unmapped.rma6	EASI243.unmapped.rma6	EASI244.unmapped.rma6	EASI245.unmapped.rma6	EASI246.unmapped.rma6	EASI247.unmapped.rma6	EASI248.unmapped.rma6	EASI249.unmapped.rma6	EASI250.unmapped.rma6	EASI251.unmapped.rma6	EASI252.unmapped.rma6	EASI253.unmapped.rma6	EASI254.unmapped.rma6	EASI255.unmapped.rma6	EASI256.unmapped.rma6	EASI257.unmapped.rma6	EASI258.unmapped.rma6	EASI259.unmapped.rma6	EASI260.unmapped.rma6	EASI261.unmapped.rma6	EASI262.unmapped.rma6	EASI263.unmapped.rma6	EASI264.unmapped.rma6	EASI265.unmapped.rma6	EASI266.unmapped.rma6	EASI267.unmapped.rma6	EASI268.unmapped.rma6	EASI269.unmapped.rma6	EASI270.unmapped.rma6	EASI271.unmapped.rma6	EASI272.unmapped.rma6	EASI273.unmapped.rma6	EASI274.unmapped.rma6	EASI275.unmapped.rma6	EASI276.unmapped.rma6	EASI277.unmapped.rma6	EASI278.unmapped.rma6	EASI279.unmapped.rma6	EASI280.unmapped.rma6	EASI281.unmapped.rma6	EASI282.unmapped.rma6	EASI283.unmapped.rma6	EASI284.unmapped.rma6	EASI285.unmapped.rma6	EASI286.unmapped.rma6	EASI287.unmapped.rma6	EASI288.unmapped.rma6	EASI290.unmapped.rma6	EASI291.unmapped.rma6	EASI292.unmapped.rma6	EASI293.unmapped.rma6	EASI294.unmapped.rma6	EASI295.unmapped.rma6	EASI296.unmapped.rma6	EASI297.unmapped.rma6	EASI298.unmapped.rma6	EASI299.unmapped.rma6	EASI300.unmapped.rma6	EASI301.unmapped.rma6	EASI302.unmapped.rma6
Corynebacterium_amycolatum	3	1	2	0	3	4	1	5	3	2	1	6	1	3	2	2	0	2	0	1	1	1	0	1	0	0	4	2	3	2	1	2	3	5	3	1	6	0	1	3	3	4	4	1	5	4	3	2	3	2	2	1	2	3	1	2	2	1	4	3	3	2	1	0	2	1	1	3	2	1	5	1	4	0	1	3
Corynebacterium_bovis	8	5	6	9	17	32	15	24	41	14	18	25	19	11	16	7	7	7	3	6	7	11	14	12	3	8	9	6	8	4	12	14	6	14	25	6	13	8	6	10	11	17	9	5	9	13	31	17	17	18	14	12	19	14	11	20	17	12	3	6	21	4	14	0	0	4	9	13	12	7	11	4	14	13	8	19
Corynebacterium_crudilactis	1	0	0	1	1	0	1	1	1	2	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	0	0	2	0	1	0	2	1	0	0	0	3	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	3	1	1	2	0	0	1	0	1	2	0	0	0	0	1	1	1	1
Corynebacterium_diphtheriae	7	0	8	1	3	0	8	3	2	1	3	5	1	1	0	1	5	2	1	1	2	0	1	0	0	2	3	0	1	0	1	0	6	5	0	1	0	1	2	1	1	4	4	3	3	0	0	3	0	0	1	0	2	0	0	1	1	0	2	6	1	0	0	0	0	0	8	7	7	4	9	1	3	5	1	1
Corynebacterium_diphtheriae_HC03	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Corynebacterium_jeikeium	5	1	1	0	2	5	3	5	4	5	4	5	3	2	1	2	1	3	1	2	1	5	2	4	1	3	1	7	0	0	1	3	4	4	5	1	1	2	3	2	1	2	5	2	7	0	11	4	2	3	6	2	5	2	3	3	3	3	4	1	2	0	2	0	1	2	4	4	2	2	3	1	5	6	5	3
Corynebacterium_jeikeium_K411	6	3	3	1	6	5	7	5	4	3	4	8	4	5	5	8	2	1	0	3	1	2	0	1	2	0	7	3	1	2	3	4	4	3	3	1	5	3	0	2	3	5	6	0	5	3	4	0	2	7	1	0	5	1	4	7	0	4	4	3	3	4	1	0	1	2	4	2	3	4	6	0	5	3	8	6
Corynebacterium_kroppenstedtii	9	6	6	2	0	5	3	2	3	5	2	0	1	4	3	11	3	5	0	0	4	3	0	1	2	2	2	4	0	0	0	0	3	8	5	3	1	2	1	2	2	1	5	0	3	6	1	1	2	5	1	5	2	3	2	3	1	4	3	3	3	5	5	1	1	1	2	6	4	3	4	2	5	4	3	5
Corynebacterium_kroppenstedtii_DSM_44385	1	3	0	2	3	2	0	2	2	2	3	3	3	3	3	0	0	0	1	4	0	2	3	2	0	1	2	2	1	2	3	0	2	3	3	2	4	4	0	2	0	0	2	2	0	7	3	1	3	0	1	2	1	1	2	2	4	1	3	2	2	1	3	0	2	1	0	1	0	1	1	0	4	0	1	4
Corynebacterium_maris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_maris_DSM_45190	28	8	7	4	4	17	10	16	19	13	12	15	10	8	9	17	17	6	0	3	8	4	5	8	7	11	5	4	10	2	8	2	16	16	12	6	11	9	10	8	8	17	7	4	14	7	23	14	5	13	12	6	14	8	5	11	7	9	3	12	24	9	4	0	2	7	15	16	11	11	19	4	13	15	11	13
Corynebacterium_matruchotii	2	1	2	1	1	13	4	5	5	5	4	11	5	4	4	3	2	1	1	4	1	4	4	1	5	2	1	2	2	2	5	0	1	8	4	2	2	4	2	2	4	6	2	1	1	3	2	1	4	1	0	2	2	3	1	2	2	3	1	1	6	2	1	0	2	2	3	4	5	4	1	2	7	1	6	8
Corynebacterium_minutissimum	11	12	1	1	2	8	6	7	8	5	3	4	7	2	3	13	1	3	1	1	0	6	2	4	6	7	0	1	2	2	3	2	3	4	3	2	1	3	2	1	1	4	10	7	3	7	5	2	7	9	4	2	4	3	7	4	8	7	6	4	5	1	7	1	4	2	8	5	8	5	0	1	6	7	5	2
Corynebacterium_pseudotuberculosis	1	1	1	2	1	1	1	0	0	2	1	1	3	2	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	1	1	0	0	0	1	0	4	2	0	2	0	0	0	0	0	1	2	2	1	2	0	0	3	1	2
Corynebacterium_pseudotuberculosis_Cp162	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	2	0	1	0	2	3	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1
Corynebacterium_renale	2	3	2	0	2	1	4	4	0	1	2	3	1	2	1	1	2	2	1	1	2	1	0	0	0	1	0	2	2	2	0	0	2	1	1	0	1	1	0	1	3	2	0	5	2	1	1	1	0	1	4	2	0	1	3	1	1	2	1	2	2	4	3	0	1	1	1	3	3	2	2	0	4	3	0	1
Corynebacterium_segmentosum	3	0	0	0	3	4	1	2	0	0	1	3	2	2	0	3	1	3	1	4	0	3	1	0	0	1	1	3	0	1	4	3	2	9	2	0	2	2	0	0	1	0	0	1	3	1	1	1	1	3	3	0	1	2	2	1	0	0	0	2	1	2	1	1	1	1	0	2	5	2	0	0	2	2	4	2
Corynebacterium_sphenisci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	48	29	21	8	16	43	43	52	53	33	29	55	28	16	26	27	28	18	2	5	10	14	13	24	8	11	9	8	12	10	9	12	19	34	42	11	22	29	17	9	20	28	17	17	26	22	34	10	19	36	24	10	19	26	14	17	19	10	9	17	17	6	23	0	2	8	31	38	36	31	47	11	36	36	32	17
Corynebacterium_stationis	1	0	2	0	1	0	2	1	3	3	2	0	0	1	3	4	0	1	0	1	0	1	2	1	1	0	1	0	1	0	67	0	36	1	0	0	1	0	0	0	0	1	1	0	22	1	1	8	3	1	0	0	0	0	0	0	0	0	2	0	2	0	0	3	5	2	1	1	2	1	1	1	1	2	0	1
Corynebacterium_striatum	8	8	1	3	9	6	6	8	7	5	6	9	5	4	5	9	8	1	2	7	6	7	2	3	2	5	4	3	4	2	6	3	5	9	5	4	4	3	3	4	5	2	7	4	12	4	6	7	9	8	2	3	2	5	5	6	5	8	11	18	8	5	0	1	1	6	8	5	11	6	8	4	8	6	8	6
Corynebacterium_urealyticum	7	6	3	2	6	11	6	6	9	10	5	1	1	8	5	7	5	3	0	0	2	2	1	2	0	2	6	4	2	2	3	3	4	9	2	1	2	2	6	0	2	7	1	2	3	5	3	5	6	11	1	5	4	2	2	5	6	4	2	3	9	2	1	0	1	5	6	7	9	3	12	5	6	8	11	4
Corynebacterium_ureicelerivorans	8	4	7	0	4	15	10	7	11	6	5	8	2	5	6	7	5	6	0	5	5	1	3	4	2	8	5	4	5	2	5	4	5	9	7	3	12	3	5	3	4	14	6	0	4	6	14	2	5	13	8	9	12	4	9	7	1	11	7	7	7	5	6	2	7	2	5	6	6	4	8	5	6	2	2	2
Corynebacterium_xerosis	14	13	14	4	11	16	10	13	18	13	6	17	8	16	19	17	11	12	1	8	1	7	14	4	20	5	3	7	10	5	7	5	6	19	18	7	17	7	13	11	9	22	13	8	8	6	13	10	6	34	16	12	16	12	13	11	14	13	5	8	48	6	5	2	9	7	10	15	15	17	9	7	26	13	9	11
Cowpox_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii	1	2	2	2	0	0	1	3	3	0	1	1	1	3	2	5	0	12	2	0	0	1	39	0	0	0	7	3	2	2	3	2	0	0	2	5	1	2	0	0	1	1	3	0	0	0	1	1	6	0	1	1	0	1	1	0	2	4	3	1	2	1	1	0	0	0	5	0	0	1	1	2	0	2	1	3
Coxiella_burnetii_Dugway_5J108-111	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	9	0	2	2	1	1	2	12	0	1	1	0	2	0	1	4	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	2	0	0	0	2	2	3	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1
Coxiella_burnetii_str._Schperling	1	0	2	1	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	1	3	5	0	0	0	5	2	1	0	2	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	2	1	1	0	0	0	0	2	1	2	1	1	3	0	0	0	0	3	3	1	0	1	0	0	0	0	0	0	3
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptosporidium_parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	1	0	1	0	1	1	0	0	2	1	10	0	0	1	11	0	1	4	0	1	0	0	1	0	1	248	0	18	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	1	50	0	0	1	0	2	0	0	3	0	17	1	0	0	8	2	1	0	4	1	1	0	0	0	1	3	3
Enterococcus_casseliflavus	0	0	0	2	0	0	0	0	1	0	3	1	0	1	0	6	1	3	2	0	0	0	2	2	0	0	0	0	0	0	56	0	6	1	0	0	0	1	0	1	1	0	2	0	0	1	1	0	2	0	1	0	0	0	1	0	0	1	0	13	0	0	0	5	4	0	0	0	0	0	0	0	1	0	0	1
Enterococcus_casseliflavus_EC20	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	13	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Enterococcus_cecorum	1	0	0	3	1	0	0	1	0	1	3	0	1	0	1	8	0	2	4	6	0	0	3	0	1	0	0	0	1	0	14	1	17	2	0	4	0	0	0	0	1	0	0	1	1	2	0	0	1	1	0	0	1	0	1	1	0	2	1	2	0	0	0	23	0	2	0	0	0	0	0	0	1	2	0	1
Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	5	0	3	1	1	1	0	1	0	0	2	0	0	0	1	108	0	11	0	0	2	1	1	0	0	1	0	0	0	0	0	0	69	1	1	0	3	1	0	1	0	0	0	0	2	0	1	0	6	2	2	4	0	0	1	0	0	0	2	2	1
Enterococcus_faecalis	1	0	0	0	1	13	0	4	2	1	3	1	2	0	1	11	1	1	2	1	1	0	1	0	0	1	0	0	0	1	56	0	59	4	0	0	1	0	0	2	1	1	1	2	1	2	0	3	2	2	0	0	1	0	0	2	1	3	0	3	2	1	2	17	4	3	3	0	0	1	0	0	2	1	2	1
Enterococcus_faecium	0	0	0	2	2	5	0	1	0	2	6	1	4	0	0	14	0	0	1	1	2	0	0	2	0	0	1	0	0	0	20	0	10	2	2	0	1	0	1	0	0	0	1	0	1	0	0	37	0	1	2	0	0	0	0	0	1	4	0	3	2	1	2	15	4	1	1	0	1	2	0	1	3	2	0	0
Enterococcus_faecium_ATCC_8459_=_NRRL_B-2354	1	0	0	0	0	1	0	0	1	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	148	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	4	2	1	0
Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	1	2	1	0	0	0	0	0	0	0	0	0	6	0	8	0	0	1	1	1	0	1	0	0	0	0	1	0	0	20	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
Enterococcus_hirae_ATCC_9790	1	0	0	1	1	2	0	0	0	0	9	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	1	59	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	6	0	1	1	0	0	0	0	0	0	1	0	1
Enterococcus_mundtii	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	14	1	0	1	0	0	0	1	1	0	1	0	0	0	0	12	0	15	0	0	0	1	0	0	0	0	1	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	3	1	0	1	0	2	0	1	0	0	0	0
Enterovirus_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Equine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_rhusiopathiae	1	0	0	0	0	0	0	0	0	0	1	0	0	10	0	4282	0	0	0	11	1	0	0	0	0	0	0	0	0	0	29	2	286	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	1	0	0	0	0	4	0	2	0	0	0	0	0	1	0	1	0
Erythroparvovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	19	14	12	10	6	6	5	5	7	8	10	35	8	16	12	38	24	15	20	49	11	8	26	21	13	11	17	13	16	15	20	14	29	39	6	14	8	10	8	12	12	11	22	15	9	6	9	48	10	14	11	8	9	5	13	8	1	19	21	34	7	21	8	23	21	35	17	19	25	19	10	7	10	19	22	11
Escherichia_coli_O111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O157:H7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O43_str._RM10042	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_PMV-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Francisella_tularensis	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	4	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
Francisella_tularensis_subsp._holarctica	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subsp._novicida	0	1	0	0	0	0	2	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0	1	0	0	3	12	3	47	1	0	9	0	3	0	0	51	1	2	0	25	0	1	2	0	1	1	2	0	0	0	5	0	17	10	0	2	1	0	0	1	2	1	1	1	0	1	2	2	1	0	0	0	0	1	3	0	1	63	0	254	0	0	0	35	11	1	1	0	0	1	0	0	0	0	0	1
Fusobacterium_gastrosuis	0	0	0	1	0	3	0	2	0	0	1	0	0	2	1	29	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	3	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	8	1	19	0	0	0	7	3	1	0	0	1	0	0	0	0	0	0	0
Fusobacterium_gonidiaformans_ATCC_25563	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_mortiferum_ATCC_9817	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	0	3	0	0	1	0	0	0	1	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	2
Fusobacterium_necrophorum	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	7	1	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	1	0	1	0	1	0	0	11	0	0	1	0	0	0	0	0	0	153	0	92	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
Fusobacterium_necrophorum_subsp._funduliforme	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	7	0	0	0	0	1	1	16	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	2	0	0	176	0	117	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0
Fusobacterium_necrophorum_subsp._necrophorum	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	0	49	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
Fusobacterium_nucleatum	0	0	1	0	0	2	0	12	0	0	0	0	0	0	0	8	0	1	0	2	0	0	3	0	0	2	0	1	0	0	1	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2	0	0	10	0	94	2	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._animalis	0	0	0	1	2	0	2	13	0	0	1	0	1	0	0	12	1	0	0	2	0	0	2	0	0	0	1	1	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	13	0	130	0	0	0	7	8	1	0	0	1	0	0	1	0	0	1	0
Fusobacterium_nucleatum_subsp._nucleatum_ChDC_F316	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1	3	2	0	0	1	0	3	0	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	3	1	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	4	0	13	0	1	0	4	1	0	2	1	1	2	1	0	2	2	0	0
Fusobacterium_ulcerans	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0	0
Fusobacterium_varium	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Goatpox_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_influenzae	0	0	1	7	2	4	0	1	3	26	5	11	23	2	1	58	1	1	5	9	2	3	11	2	0	3	2	0	0	1	6	0	12	4	2	1	0	3	0	2	2	0	1	1	1	0	0	12	3	0	1	1	0	2	1	1	2	86	0	56	0	0	0	0	5	5	0	0	0	0	0	2	1	0	1	3
Helicobacter_cinaedi	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	1	1	1	2	3	0	3	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	2	0	0	1	0	1	0	0	0	0
Helicobacter_pylori	1	0	1	4	1	3	2	1	2	2	3	4	1	6	5	5	0	2	9	4	4	2	8	3	1	1	3	3	1	4	8	4	3	2	2	5	2	2	0	6	4	4	2	1	2	1	1	1	4	3	5	2	1	5	5	7	1	8	0	6	1	2	2	7	12	6	2	0	0	3	1	0	8	5	0	4
Helicobacter_pylori_Puno120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Helicobacter_pylori_SS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_pylori_Shi112	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
